protocol,encryption_mode,starttls_offered,starttls_success,tls_version,cipher_suite,key_exchange,forward_secrecy,cert_expired,cert_not_yet_valid,cert_key_algorithm,cert_key_size,cert_signature_algorithm,self_signed,hostname_match,packet_count,bytes_sent,bytes_received,retransmission_count,tls_handshake_duration,session_start,session_end,session_id,session_duration_seconds,bytes_total,avg_packet_size,hour_of_day,day_of_week,week_of_year,rule_risk_label,rule_risk_score
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,118,27586,40515,0,0.2443,2026-01-25 21:31:24,2026-01-25 21:31:34,SMS-018907,10.0,68101,577.13,21,6,4,Low,0
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,96,17475,46594,4,0.3145,2026-03-13 17:20:58,2026-03-13 17:21:00,SMS-018908,2.0,64069,667.39,17,4,11,High,45
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,284,50079,99058,0,0.1108,2026-06-27 19:59:42,2026-06-27 19:59:50,SMS-018909,8.0,149137,525.13,19,5,26,Low,0
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,126,26791,33372,1,0.2471,2026-02-06 08:17:30,2026-02-06 08:17:32,SMS-018910,2.0,60163,477.48,8,4,6,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,48,8230,10377,0,0.1483,2026-03-31 23:37:31,2026-03-31 23:37:40,SMS-018911,9.0,18607,387.65,23,1,14,Medium,25
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,64,5554,19430,1,0.3846,2026-02-24 15:27:12,2026-02-24 15:27:29,SMS-018912,17.0,24984,390.38,15,1,9,Low,0
POP3,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,54,10335,15438,1,0.131,2026-08-29 00:28:40,2026-08-29 00:28:57,SMS-018913,17.0,25773,477.28,0,5,35,High,45
POP3,STARTTLS,1,1,TLS 1.0,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,104,21184,30329,1,0.1093,2026-09-25 11:35:00,2026-09-25 11:35:09,SMS-018914,9.0,51513,495.32,11,4,39,High,55
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,62,9262,23465,0,0.2461,2026-01-16 16:46:40,2026-01-16 16:46:48,SMS-018915,8.0,32727,527.85,16,4,3,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,218,25676,156212,0,0.1642,2026-06-23 15:14:58,2026-06-23 15:15:04,SMS-018916,6.0,181888,834.35,15,1,26,Medium,30
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,181,13683,86087,0,0.4746,2026-08-09 00:24:25,2026-08-09 00:24:34,SMS-018917,9.0,99770,551.22,0,6,32,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,272,19967,108947,1,0.0768,2026-06-16 00:11:26,2026-06-16 00:11:42,SMS-018918,16.0,128914,473.95,0,1,25,Medium,30
IMAP,STARTTLS,1,1,TLS 1.0,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,196,31922,100896,4,0.1629,2026-05-03 10:23:37,2026-05-03 10:24:06,SMS-018919,29.0,132818,677.64,10,6,18,High,55
POP3,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,207,14201,45970,0,0.1579,2026-07-26 21:06:39,2026-07-26 21:06:47,SMS-018920,8.0,60171,290.68,21,6,30,Low,0
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,182,34106,51475,4,0.0,2026-11-12 00:53:52,2026-11-12 00:54:09,SMS-018921,17.0,85581,470.23,0,3,46,High,65
SMTP,STARTTLS,1,1,TLS 1.2,AES_256_GCM_SHA384,RSA,0,0,0,RSA,2048,SHA256_RSA,0,1,88,15598,37774,2,0.6453,2026-12-27 21:10:10,2026-12-27 21:10:25,SMS-018922,15.0,53372,606.5,21,6,52,Low,15
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,102,19202,25320,1,0.3466,2026-10-08 04:27:56,2026-10-08 04:28:08,SMS-018923,12.0,44522,436.49,4,3,41,High,45
POP3,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,107,17497,43945,2,0.0,2026-04-14 00:23:47,2026-04-14 00:24:07,SMS-018924,20.0,61442,574.22,0,1,16,High,65
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,227,24789,132277,2,0.1543,2026-10-11 11:55:30,2026-10-11 11:58:03,SMS-018925,153.0,157066,691.92,11,6,41,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,106,16166,40516,2,0.9084,2026-05-27 17:08:21,2026-05-27 17:08:23,SMS-018926,2.0,56682,534.74,17,2,22,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,195,17951,43328,1,0.3364,2026-07-16 12:05:10,2026-07-16 12:05:15,SMS-018927,5.0,61279,314.25,12,3,29,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,312,33609,226645,2,0.1917,2026-07-31 18:20:04,2026-07-31 18:20:46,SMS-018928,42.0,260254,834.15,18,4,31,Low,5
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,278,42094,175653,2,0.0,2026-10-13 14:14:38,2026-10-13 14:15:04,SMS-018929,26.0,217747,783.26,14,1,42,High,65
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,249,21078,61517,3,0.3466,2026-12-15 12:15:54,2026-12-15 12:16:00,SMS-018930,6.0,82595,331.71,12,1,51,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,296,39220,110872,0,0.2655,2026-09-11 13:22:05,2026-09-11 13:22:07,SMS-018931,2.0,150092,507.07,13,4,37,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,0,199,36570,70634,1,0.2038,2026-04-17 10:37:20,2026-04-17 10:37:30,SMS-018932,10.0,107204,538.71,10,4,16,High,40
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,56,4683,26319,2,0.106,2026-03-18 23:36:28,2026-03-18 23:36:36,SMS-018933,8.0,31002,553.61,23,2,12,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,103,12820,60852,1,0.1489,2026-03-10 13:05:39,2026-03-10 13:05:46,SMS-018934,7.0,73672,715.26,13,1,11,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,89,14823,51965,0,0.2188,2026-08-17 04:30:13,2026-08-17 04:31:05,SMS-018935,52.0,66788,750.43,4,0,34,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,AES_256_GCM_SHA384,RSA,0,0,0,RSA,2048,SHA256_RSA,0,1,178,39209,51986,2,0.213,2026-12-11 15:28:28,2026-12-11 15:28:34,SMS-018936,6.0,91195,512.33,15,4,50,Low,15
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,344,44085,156008,1,0.1884,2026-12-13 14:48:05,2026-12-13 14:48:16,SMS-018937,11.0,200093,581.67,14,6,50,Medium,30
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,624,136132,325415,2,0.0911,2026-02-08 02:50:48,2026-02-08 02:50:54,SMS-018938,6.0,461547,739.66,2,6,6,Low,0
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,82,9054,26835,0,0.1281,2026-02-17 19:12:04,2026-02-17 19:12:15,SMS-018939,11.0,35889,437.67,19,1,8,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,255,41471,69031,2,0.1582,2026-06-02 15:14:20,2026-06-02 15:14:34,SMS-018940,14.0,110502,433.34,15,1,23,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,106,6361,27082,3,0.225,2026-02-05 08:13:43,2026-02-05 08:13:54,SMS-018941,11.0,33443,315.5,8,3,6,High,45
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,214,29749,43868,0,0.2827,2026-02-20 21:04:54,2026-02-20 21:05:25,SMS-018942,31.0,73617,344.0,21,4,8,Medium,25
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,36,4494,8025,1,0.2345,2026-03-31 12:24:40,2026-03-31 12:24:42,SMS-018943,2.0,12519,347.75,12,1,14,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,114,7305,77344,0,0.1325,2026-08-10 18:03:50,2026-08-10 18:04:18,SMS-018944,28.0,84649,742.54,18,0,33,Medium,20
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,40,9789,7005,0,0.2572,2026-05-23 00:03:54,2026-05-23 00:04:06,SMS-018945,12.0,16794,419.85,0,5,21,Medium,25
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,138,30474,31248,0,0.0944,2026-08-20 11:46:43,2026-08-20 11:46:57,SMS-018946,14.0,61722,447.26,11,3,34,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,128,14416,23938,1,0.353,2026-11-25 20:03:25,2026-11-25 20:03:29,SMS-018947,4.0,38354,299.64,20,2,48,Low,5
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,340,77688,99341,3,0.0,2026-10-11 02:21:44,2026-10-11 02:22:02,SMS-018948,18.0,177029,520.67,2,6,41,High,65
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,225,25394,88919,2,0.2875,2026-05-01 03:12:17,2026-05-01 03:12:25,SMS-018949,8.0,114313,508.06,3,4,18,Low,5
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,110,13602,34703,6,0.0,2026-07-25 13:43:11,2026-07-25 13:43:31,SMS-018950,20.0,48305,439.14,13,5,30,High,65
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,330,21849,203001,2,0.1383,2026-01-29 11:32:54,2026-01-29 11:33:13,SMS-018951,19.0,224850,681.36,11,3,5,Low,5
SMTP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,87,19112,16304,0,0.4068,2026-08-11 13:00:23,2026-08-11 13:00:31,SMS-018952,8.0,35416,407.08,13,1,33,High,45
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,123,14624,28696,2,0.3147,2026-03-15 11:28:29,2026-03-15 11:28:42,SMS-018953,13.0,43320,352.2,11,6,11,Low,0
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,1,0,RSA,2048,SHA256_RSA,0,1,151,30446,55552,0,0.1766,2026-12-29 04:21:57,2026-12-29 04:22:06,SMS-018954,9.0,85998,569.52,4,1,53,Medium,30
SMTP,STARTTLS,1,1,TLS 1.2,AES_256_GCM_SHA384,RSA,0,0,0,RSA,2048,SHA256_RSA,0,1,261,53869,70388,1,0.1749,2026-05-07 04:07:15,2026-05-07 04:07:20,SMS-018955,5.0,124257,476.08,4,3,19,Low,15
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,178,20734,71789,5,0.0,2026-12-01 21:02:13,2026-12-01 21:02:24,SMS-018956,11.0,92523,519.79,21,1,49,High,65
IMAP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,267,39512,104149,0,0.1615,2026-08-10 21:44:05,2026-08-10 21:44:16,SMS-018957,11.0,143661,538.06,21,0,33,High,45
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,175,9762,94822,4,0.129,2026-11-05 03:16:14,2026-11-05 03:16:22,SMS-018958,8.0,104584,597.62,3,3,45,High,45
SMTP,STARTTLS,1,1,TLS 1.1,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,173,21321,93684,5,0.6218,2026-02-27 06:45:18,2026-02-27 06:45:33,SMS-018959,15.0,115005,664.77,6,4,9,High,45
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,178,20860,51688,0,0.1121,2026-07-13 10:36:15,2026-07-13 10:36:20,SMS-018960,5.0,72548,407.57,10,0,29,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,179,31636,50103,2,0.104,2026-10-14 02:22:28,2026-10-14 02:22:46,SMS-018961,18.0,81739,456.64,2,2,42,Low,0
POP3,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,58,11798,14834,3,0.0,2026-08-10 13:55:44,2026-08-10 13:55:48,SMS-018962,4.0,26632,459.17,13,0,33,High,65
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,116,20537,39759,0,0.1704,2026-04-27 20:17:46,2026-04-27 20:17:50,SMS-018963,4.0,60296,519.79,20,0,18,Medium,20
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,190,43151,78665,0,0.0884,2026-04-22 22:40:09,2026-04-22 22:40:27,SMS-018964,18.0,121816,641.14,22,2,17,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,86,13789,13844,22,0.2841,2026-10-01 14:49:30,2026-10-01 14:51:27,SMS-018965,117.0,27633,321.31,14,3,40,High,45
SMTP,STARTTLS,1,1,TLS 1.0,AES_128_CBC_SHA,RSA,0,0,0,RSA,2048,SHA1_RSA,0,1,90,21056,23581,0,0.3117,2026-01-27 12:07:04,2026-01-27 12:07:08,SMS-018966,4.0,44637,495.97,12,1,5,High,55
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,76,8679,11677,1,0.1683,2026-06-07 17:29:16,2026-06-07 17:29:22,SMS-018967,6.0,20356,267.84,17,6,23,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,278,68253,84905,0,0.1045,2026-04-03 16:36:12,2026-04-03 16:36:19,SMS-018968,7.0,153158,550.93,16,4,14,Low,0
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,249,29933,146379,3,0.301,2026-12-26 03:53:41,2026-12-26 03:54:07,SMS-018969,26.0,176312,708.08,3,5,52,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,87,12044,37080,1,0.4596,2026-07-02 13:49:09,2026-07-02 13:49:12,SMS-018970,3.0,49124,564.64,13,3,27,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,136,7107,73655,1,0.3037,2026-11-05 01:17:09,2026-11-05 01:18:00,SMS-018971,51.0,80762,593.84,1,3,45,High,45
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,133,35987,30191,1,0.0851,2026-10-14 20:23:35,2026-10-14 20:23:52,SMS-018972,17.0,66178,497.58,20,2,42,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,131,16429,96008,0,0.2794,2026-11-21 06:59:32,2026-11-21 06:59:45,SMS-018973,13.0,112437,858.3,6,5,47,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,1,1,303,29285,156790,0,0.0734,2026-10-13 08:32:25,2026-10-13 08:32:39,SMS-018974,14.0,186075,614.11,8,1,42,Medium,20
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,261,29217,113489,0,0.1105,2026-08-11 03:42:25,2026-08-11 03:42:34,SMS-018975,9.0,142706,546.77,3,1,33,Low,5
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,194,42299,86612,0,0.1776,2026-12-26 08:26:11,2026-12-26 08:26:26,SMS-018976,15.0,128911,664.49,8,5,52,Low,0
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,78,13858,16086,3,0.0,2026-07-22 03:55:16,2026-07-22 03:55:23,SMS-018977,7.0,29944,383.9,3,2,30,High,65
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,126,9812,53392,0,0.1562,2026-05-08 21:34:33,2026-05-08 21:34:34,SMS-018978,1.0,63204,501.62,21,4,19,Low,5
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,69,12240,27066,0,0.1084,2026-07-06 01:27:04,2026-07-06 01:27:19,SMS-018979,15.0,39306,569.65,1,0,28,Low,0
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,115,8721,32747,3,0.0,2026-10-16 21:15:05,2026-10-16 21:15:31,SMS-018980,26.0,41468,360.59,21,4,42,High,65
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,138,18699,42465,1,0.157,2026-01-02 18:32:07,2026-01-02 18:32:42,SMS-018981,35.0,61164,443.22,18,4,1,Medium,25
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_128_GCM_SHA256,ECDHE,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,270,32150,121084,1,0.2197,2026-12-19 23:16:43,2026-12-19 23:17:15,SMS-018982,32.0,153234,567.53,23,5,51,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,1014,53970,110358,0,0.2444,2026-09-28 03:44:14,2026-09-28 03:44:20,SMS-018983,6.0,164328,162.06,3,0,40,Low,0
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,167,27143,81830,1,0.0965,2026-08-31 03:50:49,2026-08-31 03:51:03,SMS-018984,14.0,108973,652.53,3,0,36,Medium,25
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,0,170,13599,27536,0,0.1883,2026-08-12 18:42:57,2026-08-12 18:43:03,SMS-018985,6.0,41135,241.97,18,2,33,Medium,25
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,66,3671,17951,0,0.0879,2026-05-11 16:15:14,2026-05-11 16:15:17,SMS-018986,3.0,21622,327.61,16,0,20,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,308,25424,63516,0,0.0613,2026-03-08 07:43:22,2026-03-08 07:43:25,SMS-018987,3.0,88940,288.77,7,6,10,Low,0
SMTP,STARTTLS,1,1,TLS 1.3,TLS_CHACHA20_POLY1305_SHA256,X25519,1,0,0,ECDSA,256,ECDSA_SHA256,0,1,112,17304,61915,1,0.0792,2026-11-07 08:44:39,2026-11-07 08:44:46,SMS-018988,7.0,79219,707.31,8,5,45,Low,0
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,55,11374,8769,0,0.0863,2026-05-30 18:19:51,2026-05-30 18:20:03,SMS-018989,12.0,20143,366.24,18,5,22,Low,5
IMAP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,593,71551,318847,1,0.0,2026-01-06 15:22:11,2026-01-06 15:22:15,SMS-018990,4.0,390398,658.34,15,1,2,High,65
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_ECDSA_AES_256_GCM_SHA384,ECDHE,1,0,0,ECDSA,384,ECDSA_SHA384,0,1,152,12876,39900,0,0.3083,2026-06-13 07:16:05,2026-06-13 07:16:21,SMS-018991,16.0,52776,347.21,7,5,24,Low,5
SMTP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,254,25196,74450,1,0.0944,2026-08-05 02:21:42,2026-08-05 02:21:50,SMS-018992,8.0,99646,392.31,2,2,32,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,AES_256_GCM_SHA384,RSA,0,0,0,RSA,2048,SHA256_RSA,0,1,124,23549,46830,1,0.1294,2026-12-13 19:54:47,2026-12-13 19:54:53,SMS-018993,6.0,70379,567.57,19,6,50,Low,15
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,332,31356,134873,1,0.0668,2026-08-18 15:44:45,2026-08-18 15:45:02,SMS-018994,17.0,166229,500.69,15,1,34,Low,5
IMAP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,314,52618,123392,2,0.0541,2026-02-28 13:19:20,2026-02-28 13:20:53,SMS-018995,93.0,176010,560.54,13,5,9,Low,5
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,82,14203,37084,1,0.2096,2026-10-28 15:05:26,2026-10-28 15:05:45,SMS-018996,19.0,51287,625.45,15,2,44,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,1,RSA,2048,SHA256_RSA,0,1,76,11406,31713,1,0.201,2026-07-12 07:59:38,2026-07-12 07:59:40,SMS-018997,2.0,43119,567.36,7,6,28,Medium,25
POP3,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,121,26765,40067,0,0.207,2026-09-27 14:32:11,2026-09-27 14:32:52,SMS-018998,41.0,66832,552.33,14,6,39,Low,0
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,104,21238,38743,3,0.0,2026-12-28 08:15:35,2026-12-28 08:15:49,SMS-018999,14.0,59981,576.74,8,0,53,High,65
SMTP,PLAINTEXT,0,0,,,,0,0,0,,0,,0,0,257,40682,115221,2,0.0,2026-11-19 08:23:52,2026-11-19 08:24:20,SMS-019000,28.0,155903,606.63,8,3,47,High,65
POP3,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_128_GCM_SHA256,ECDHE,1,0,0,RSA,2048,SHA1_RSA,0,1,117,28957,37808,1,0.1001,2026-08-05 11:08:38,2026-08-05 11:08:43,SMS-019001,5.0,66765,570.64,11,2,32,Low,15
IMAP,STARTTLS,1,1,TLS 1.2,AES_128_GCM_SHA256,RSA,0,0,0,RSA,1024,SHA1_RSA,0,1,130,13763,69801,4,0.2606,2026-07-17 23:22:00,2026-07-17 23:22:20,SMS-019002,20.0,83564,642.8,23,4,29,High,45
IMAP,STARTTLS,1,1,TLS 1.3,TLS_AES_256_GCM_SHA384,X25519,1,0,0,RSA,2048,SHA256_RSA,0,1,121,19488,32285,1,0.0887,2026-01-22 22:28:56,2026-01-22 22:29:14,SMS-019003,18.0,51773,427.88,22,3,4,Low,0
SMTP,STARTTLS,1,1,TLS 1.2,ECDHE_RSA_AES_256_GCM_SHA384,ECDHE,1,0,0,RSA,2048,SHA256_RSA,0,1,80,13660,37575,1,0.0863,2026-04-09 19:13:55,2026-04-09 19:13:59,SMS-019004,4.0,51235,640.44,19,3,15,Low,5
